product,client,date,quantity
product_0,client_0,2020-03-04,0.5027812139820886
product_0,client_0,2020-03-18,6.044479303118127
product_0,client_0,2020-03-31,6.092156816216384
product_0,client_0,2020-04-13,1.898956645285903
product_0,client_0,2020-04-21,9.772549176669237
product_0,client_0,2020-07-03,22.535113655142293
product_0,client_0,2020-07-17,1.0960241243608955
product_0,client_0,2020-07-22,17.459337575132732
product_0,client_0,2020-08-03,31.76441551618028
product_0,client_0,2020-08-17,11.623770043103562
product_0,client_0,2020-08-31,9.435213781156808
product_0,client_0,2020-09-11,2.770365560303374
product_0,client_0,2020-09-18,11.416705816173257
product_0,client_0,2020-10-01,29.312817993881385
product_0,client_0,2020-10-22,8.074903555842862
product_0,client_0,2020-11-02,11.818345820728045
product_0,client_0,2020-11-27,10.222308464477592
product_0,client_0,2021-02-16,0.42298026831682356
product_0,client_0,2021-02-18,1.5603959684553375
product_0,client_0,2021-02-25,1.8948096367554603
product_0,client_0,2021-03-04,10.357921695887827
product_0,client_0,2021-04-15,0.08493508873589395
product_0,client_0,2021-04-22,22.065006786699282
product_0,client_0,2021-05-10,22.830706447132986
product_0,client_0,2021-05-26,2.931660222630023
product_0,client_0,2021-05-31,15.053438793047876
product_0,client_0,2021-06-14,22.45982041727349
product_0,client_0,2021-07-02,0.09398733213659938
product_0,client_0,2021-07-08,2.6502209859036543
product_0,client_0,2021-07-15,5.039721224348737
product_0,client_0,2021-07-20,1.0397368443211397
product_0,client_0,2021-07-22,15.268975101404127
product_0,client_0,2021-08-02,88.4260494387417
product_0,client_0,2021-08-17,1.2117911291207317
product_0,client_0,2021-08-23,1.8274016156325457
product_0,client_0,2021-09-07,4.359138552197688
product_0,client_0,2021-09-17,7.552769653571795
product_0,client_0,2021-09-30,12.467008431310001
product_0,client_0,2021-11-30,1.4577122721558968
product_0,client_0,2021-12-07,0.5527171562730673
product_0,client_0,2021-12-15,17.52439248837222
product_0,client_0,2022-01-31,5.396178122223335
product_0,client_0,2022-02-22,0.854006162408659
product_0,client_0,2022-03-24,0.2238723251899426
product_0,client_0,2022-03-28,8.339893858108152
product_0,client_0,2022-04-11,24.624199560010037
product_0,client_0,2022-04-25,11.534297099848501
product_0,client_0,2022-05-10,10.616429023086694
product_0,client_0,2022-05-23,6.979932282295853
product_0,client_0,2022-06-06,0.7185265594507282
product_0,client_0,2022-06-13,7.388379396727895
product_0,client_0,2022-06-29,1.955099320382243
product_0,client_0,2022-07-19,0.7621519167635067
product_0,client_0,2022-08-26,1.9331644187753554
product_0,client_0,2022-12-13,7.3862389192746285
product_0,client_0,2023-03-24,28.62674709972093
product_0,client_0,2023-04-06,8.045694658137668
product_0,client_0,2023-04-19,0.6041102357149732
product_0,client_0,2023-04-24,14.356716816044552
product_0,client_0,2023-05-05,28.723102186688514
product_0,client_0,2023-05-18,0.898160865695548
product_0,client_0,2023-05-24,2.860027763408155
product_0,client_0,2023-06-02,0.40788527161765487
product_0,client_0,2023-06-12,2.93211698401821
product_0,client_0,2023-06-28,0.31948560850049734
product_0,client_0,2023-07-03,22.4591593838718
product_0,client_0,2023-07-17,15.471165627146304
product_0,client_0,2023-07-28,35.52955093799783
product_0,client_0,2023-08-17,1.312065154655334
product_0,client_0,2023-09-11,4.906192090096039
product_0,client_0,2023-09-28,13.88366211580225
product_0,client_0,2023-10-20,4.389571009585008
product_0,client_0,2024-01-30,27.318967657809285
product_0,client_0,2024-02-16,4.391536146164739
product_0,client_0,2024-04-15,9.283795051803
product_0,client_0,2024-04-29,19.495404050944508
product_0,client_0,2024-05-13,17.957994812548357
product_0,client_0,2024-06-10,1.715834243019168
product_0,client_0,2024-06-20,0.18303122182074993
product_0,client_0,2024-06-27,0.8851743789485544
product_0,client_0,2024-07-16,7.0291465703629985
product_0,client_0,2024-08-19,11.650023724604804
product_0,client_0,2024-08-30,5.769279714631924
product_0,client_0,2024-09-10,9.9388736759614
product_0,client_0,2024-09-24,5.595966064023505
product_0,client_0,2024-10-16,0.8153538229820052
product_0,client_0,2024-12-16,20.504961063772335
product_0,client_0,2024-12-31,7.73576472677249
product_0,client_0,2025-01-09,9.289850475423759
product_0,client_0,2025-01-27,1.9569888635283972
product_0,client_0,2025-04-22,0.7390123599578358
product_0,client_0,2025-05-01,22.57599949368735
product_0,client_0,2025-05-14,1.987652227557593
product_0,client_0,2025-05-21,6.160271934254677
product_0,client_0,2025-06-02,12.365480399870492
product_0,client_0,2025-06-26,8.411037320571385
product_1,client_0,2020-02-27,30.81562506930492
product_1,client_0,2020-03-26,39.84591929944244
product_1,client_0,2020-04-22,20.092474410766137
product_1,client_0,2021-04-08,0.5778294543799056
product_1,client_0,2021-05-10,12.58342279268212
product_1,client_0,2021-06-15,43.119156143807665
product_1,client_0,2021-07-08,9.296304224602567
product_1,client_0,2022-01-31,19.452270106170097
product_1,client_0,2022-02-24,2.056941894024746
product_1,client_0,2022-03-10,5.6258510323338635
product_1,client_0,2022-04-29,11.945130583592935
product_1,client_0,2022-10-10,14.059892123772755
product_1,client_0,2022-11-02,3.661042427888378
product_1,client_0,2023-01-18,1.2311685870703002
product_1,client_0,2023-09-18,4.958063807274589
product_1,client_0,2023-10-09,29.478610372327577
product_1,client_0,2023-10-31,14.690273907800867
product_1,client_0,2023-12-19,23.66302698877113
product_1,client_0,2024-01-12,4.730381362889145
product_1,client_0,2024-11-01,18.936421554572757
product_1,client_0,2024-11-28,2.749186891011834
product_2,client_0,2019-12-10,0.5922088236287937
product_2,client_0,2019-12-12,15.199497590115094
product_2,client_0,2019-12-23,5.920022140976796
product_2,client_0,2019-12-31,9.958958843736113
product_2,client_0,2020-01-10,0.688709551741276
product_2,client_0,2020-01-14,2.6389311284836787
product_2,client_0,2020-01-21,2.2916524188093432
product_2,client_0,2020-01-28,7.794414705066398
product_2,client_0,2020-02-04,5.079256259485217
product_2,client_0,2020-02-11,9.847227028974814
product_2,client_0,2020-02-21,16.74345074251804
product_2,client_0,2020-03-02,48.354505855134704
product_2,client_0,2020-03-16,7.467395189893909
product_2,client_0,2020-03-25,7.211846855579685
product_2,client_0,2020-04-06,6.276103128295754
product_2,client_0,2020-04-17,9.83441209463758
product_2,client_0,2020-04-27,11.451270660308232
product_2,client_0,2020-05-08,2.8295367914126706
product_2,client_0,2020-05-12,20.792144734771867
product_2,client_0,2020-05-22,3.2317020287022826
product_2,client_0,2020-05-27,3.6565515756859925
product_2,client_0,2020-06-02,21.145257102530284
product_2,client_0,2020-06-15,1.8634316792549475
product_2,client_0,2020-06-22,20.73963016946358
product_2,client_0,2020-07-03,9.188764690699793
product_2,client_0,2020-07-13,26.29089680846513
product_2,client_0,2020-07-24,3.368445381675485
product_2,client_0,2020-07-30,5.132533549275075
product_2,client_0,2020-08-07,28.841159511411796
product_2,client_0,2020-08-20,8.219698435348988
product_2,client_0,2020-08-28,7.979173445642906
product_2,client_0,2020-09-04,17.84235191274944
product_2,client_0,2020-09-14,13.903876265456288
product_2,client_0,2020-09-24,11.393362558439849
product_2,client_0,2020-10-05,16.19612506490182
product_2,client_0,2020-10-16,4.728256842972048
product_2,client_0,2020-10-26,35.193724866135575
product_2,client_0,2020-11-09,68.79977845543748
product_2,client_0,2020-11-23,49.763973094125504
product_2,client_0,2020-12-07,39.562426681904064
product_2,client_0,2020-12-21,20.944696522784326
product_2,client_0,2021-01-04,21.08146213994479
product_2,client_0,2021-01-18,7.448098014157647
product_2,client_0,2021-01-29,14.224354146274834
product_2,client_0,2021-02-12,13.785206520396212
product_2,client_0,2021-02-23,8.016370531098932
product_2,client_0,2021-03-05,3.7513525623664536
product_2,client_0,2021-03-15,22.527909857989613
product_2,client_0,2021-03-29,21.236285309882284
product_2,client_0,2021-04-12,14.26285473457587
product_2,client_0,2021-04-26,6.162224408089848
product_2,client_0,2021-05-06,4.699106131585186
product_2,client_0,2021-05-17,16.468187923377464
product_2,client_0,2021-05-31,20.69997012181517
product_2,client_0,2021-06-14,12.309549388166253
product_2,client_0,2021-06-25,11.633788919347495
product_2,client_0,2021-07-05,49.71986308479072
product_2,client_0,2021-07-19,43.560161759199545
product_2,client_0,2021-08-02,29.71812536661662
product_2,client_0,2021-08-16,45.90017267367151
product_2,client_0,2021-08-30,16.577049166106285
product_2,client_0,2021-09-10,4.109656781939991
product_2,client_0,2021-09-17,15.177695823782468
product_2,client_0,2021-09-28,5.029505230074572
product_2,client_0,2021-10-05,15.496896178700414
product_2,client_0,2021-10-18,44.59724951733596
product_2,client_0,2021-11-01,3.020052980436156
product_2,client_0,2021-11-08,37.42432129550839
product_2,client_0,2021-11-22,17.343762296930308
product_2,client_0,2021-12-06,22.326681935953246
product_2,client_0,2021-12-20,44.4976344977113
product_2,client_0,2022-01-03,31.247564452329964
product_2,client_0,2022-01-14,1.8925580875399728
product_2,client_0,2022-01-18,4.687644966220842
product_2,client_0,2022-01-26,18.938237673889954
product_2,client_0,2022-02-07,15.141523115661098
product_2,client_0,2022-02-21,21.80448991567993
product_2,client_0,2022-03-08,2.072909824550355
product_2,client_0,2022-03-15,2.580617400714603
product_2,client_0,2022-03-21,5.527118442667837
product_2,client_0,2022-03-30,8.018692410978872
product_2,client_0,2022-04-11,11.742447945921615
product_2,client_0,2022-04-21,2.9155542594706736
product_2,client_0,2022-04-27,2.595659156265243
product_2,client_0,2022-05-03,0.8901938242863017
product_2,client_0,2022-05-06,0.00032822508923935345
product_2,client_0,2022-05-09,20.653221397825625
product_2,client_0,2022-05-23,2.786019161320636
product_2,client_0,2022-05-31,8.564852483159328
product_2,client_0,2022-06-13,23.20630406050318
product_2,client_0,2022-06-24,15.196358638616033
product_2,client_0,2022-07-04,6.70891507857613
product_2,client_0,2022-07-12,11.99388871400876
product_2,client_0,2022-07-25,23.618794781805335
product_2,client_0,2022-08-08,43.374663428336795
product_2,client_0,2022-08-22,19.270918833088874
product_2,client_0,2022-09-01,10.189001917883713
product_2,client_0,2022-09-12,37.11495877099884
product_2,client_0,2022-09-26,34.32429795506916
product_2,client_0,2022-10-10,18.586008106233052
product_2,client_0,2022-10-24,29.17313956443302
product_2,client_0,2022-11-07,67.08800986561383
product_2,client_0,2022-11-21,25.995477786784512
product_2,client_0,2022-12-05,28.811067122733675
product_2,client_0,2022-12-19,30.646141684637758
product_2,client_0,2023-01-02,34.95044969941534
product_2,client_0,2023-01-16,4.98584004698367
product_2,client_0,2023-01-23,11.724575630271447
product_2,client_0,2023-02-02,6.468026892843378
product_2,client_0,2023-02-13,21.788670159272254
product_2,client_0,2023-02-27,20.136964991890892
product_2,client_0,2023-03-13,26.395048741037428
product_2,client_0,2023-03-24,2.6373861476618834
product_2,client_0,2023-03-29,37.80090962356691
product_2,client_0,2023-04-11,2.7487176589647264
product_2,client_0,2023-04-17,10.890722097273567
product_2,client_0,2023-05-01,40.27179366620759
product_2,client_0,2023-05-15,12.91699267788072
product_2,client_0,2023-05-25,5.157786847111191
product_2,client_0,2023-06-05,16.606009189656064
product_2,client_0,2023-06-16,9.649819229093488
product_2,client_0,2023-06-26,41.778719701823036
product_2,client_0,2023-07-10,28.851041545763355
product_2,client_0,2023-07-24,48.04883193540747
product_2,client_0,2023-08-07,35.85860023054886
product_2,client_0,2023-08-21,16.65159910868112
product_2,client_0,2023-08-31,0.1471225991315368
product_2,client_0,2023-09-01,18.514757400328772
product_2,client_0,2023-09-11,16.09543990577933
product_2,client_0,2023-09-19,21.376189682435292
product_2,client_0,2023-09-29,7.677591442332836
product_2,client_0,2023-10-06,29.647924121044422
product_2,client_0,2023-10-18,2.2556428331295946
product_2,client_0,2023-10-23,17.90117023741352
product_2,client_0,2023-11-06,29.647100347697595
product_2,client_0,2023-11-20,5.953645868587254
product_2,client_0,2023-11-27,5.408816081363454
product_2,client_0,2023-12-05,46.0678738610675
product_2,client_0,2023-12-18,16.18712464707929
product_2,client_0,2023-12-28,9.249569247221004
product_2,client_0,2024-01-08,8.727799769660082
product_2,client_0,2024-01-17,6.162992777484891
product_2,client_0,2024-01-26,7.861945570113052
product_2,client_0,2024-02-05,3.671761892548578
product_2,client_0,2024-02-12,13.192616963732046
product_2,client_0,2024-02-23,6.820264102970942
product_2,client_0,2024-03-04,6.0847399856404145
product_2,client_0,2024-03-11,28.583331930074337
product_2,client_0,2024-03-22,12.930684263872415
product_2,client_0,2024-04-01,54.79479790285221
product_2,client_0,2024-04-18,8.361534146471122
product_2,client_0,2024-04-29,20.570013719180544
product_2,client_0,2024-05-09,11.95608655931638
product_2,client_0,2024-05-17,16.535139151569616
product_2,client_0,2024-05-27,7.3027315771976635
product_2,client_0,2024-06-05,14.180451092348822
product_2,client_0,2024-06-17,62.54889939177097
product_2,client_0,2024-07-01,17.877455834905476
product_2,client_0,2024-07-10,6.168836418023728
product_2,client_0,2024-07-18,46.37231166663635
product_2,client_0,2024-07-30,2.4828388035681055
product_2,client_0,2024-08-05,34.26036152040191
product_2,client_0,2024-08-19,49.31516315513809
product_2,client_0,2024-09-02,25.29351563833242
product_2,client_0,2024-09-16,33.59683585476642
product_2,client_0,2024-09-30,11.606619726665132
product_2,client_0,2024-10-10,4.409467315117434
product_2,client_0,2024-10-18,17.61633815645852
product_2,client_0,2024-10-28,28.980257049084372
product_2,client_0,2024-11-08,14.266022833079363
product_2,client_0,2024-11-18,22.982979714790524
product_2,client_0,2024-12-02,23.94881776965986
product_2,client_0,2024-12-16,31.755592010687387
product_2,client_0,2024-12-30,16.023736654572314
product_2,client_0,2025-01-10,20.72698140659842
product_2,client_0,2025-01-22,7.725421780926749
product_2,client_0,2025-01-31,1.002624342128498
product_2,client_0,2025-02-05,14.16861322627431
product_2,client_0,2025-02-17,15.896236418385175
product_2,client_0,2025-02-28,10.390902668823916
product_2,client_0,2025-03-10,5.580137681312703
product_2,client_0,2025-03-20,4.043193743451778
product_2,client_0,2025-03-31,6.606014437833702
product_2,client_0,2025-04-14,25.138398953059287
product_2,client_0,2025-04-28,23.476953302119917
product_2,client_0,2025-05-12,40.028642800655625
product_2,client_0,2025-05-27,3.39241418605228
product_2,client_0,2025-06-03,6.571900247100893
product_2,client_0,2025-06-13,10.48149368481297
product_2,client_0,2025-06-24,8.703885453184629
product_2,client_0,2025-07-02,4.563522901709506
product_2,client_0,2025-07-09,11.42017930079811
product_0,client_1,2019-12-13,13.058603239182002
product_0,client_1,2020-02-20,1.6962990485262501
product_0,client_1,2020-03-02,7.089071072491401
product_0,client_1,2020-03-19,2.029050577915762
product_0,client_1,2020-04-21,5.928783490113293
product_0,client_1,2020-05-11,26.925921175015045
product_0,client_1,2020-06-01,2.6592573458483377
product_0,client_1,2020-06-12,18.269005084954056
product_0,client_1,2020-07-01,4.788675207046382
product_0,client_1,2020-07-15,42.2388677613664
product_0,client_1,2020-10-12,1.245452436250826
product_0,client_1,2020-10-30,3.4640369807894658
product_0,client_1,2021-02-18,0.5114534957674775
product_0,client_1,2021-03-01,22.925799382199273
product_0,client_1,2021-03-22,6.678412715308909
product_0,client_1,2021-04-13,27.710419264924205
product_0,client_1,2021-05-03,36.408444794334926
product_0,client_1,2021-05-24,9.596569724908099
product_0,client_1,2021-06-16,22.59205436764314
product_0,client_1,2021-07-19,11.504806130916146
product_0,client_1,2021-08-03,5.345115369950193
product_0,client_1,2021-09-23,2.3627011753576124
product_0,client_1,2021-10-19,12.863220273721899
product_0,client_1,2021-11-25,2.055757736865691
product_0,client_1,2021-12-16,20.063218893364713
product_0,client_1,2022-04-14,0.7634850889200124
product_0,client_1,2022-04-21,0.3917480379950842
product_0,client_1,2022-04-28,0.47998155039721424
product_0,client_1,2022-05-09,18.355882270495584
product_0,client_1,2022-06-09,26.019362149635636
product_0,client_1,2022-07-05,2.3144375750701682
product_0,client_1,2022-07-15,0.7579293913054361
product_0,client_1,2022-07-20,8.334937681006265
product_0,client_1,2022-08-08,2.8757856166125455
product_0,client_1,2022-09-05,16.987938428180374
product_0,client_1,2022-10-03,17.731494717721226
product_0,client_1,2022-11-08,3.3057003316355944
product_0,client_1,2022-11-21,0.050960411662528377
product_0,client_1,2022-11-24,1.669838295865006
product_0,client_1,2022-12-05,10.249858658825076
product_0,client_1,2022-12-22,3.797034305360281
product_0,client_1,2023-01-06,0.1850901283005446
product_0,client_1,2023-02-01,16.50142061621824
product_0,client_1,2023-02-21,7.033195864840337
product_0,client_1,2023-03-14,13.607421607958702
product_0,client_1,2023-04-03,11.05628926315983
product_0,client_1,2023-04-25,25.984427457361235
product_0,client_1,2023-07-10,25.23347812142152
product_0,client_1,2023-07-26,7.953833157897768
product_0,client_1,2023-08-11,20.395932116391627
product_0,client_1,2023-10-31,1.2114882502686053
product_0,client_1,2023-11-24,5.949980541059223
product_0,client_1,2024-01-12,6.436865321959028
product_0,client_1,2024-01-30,3.106224047947836
product_0,client_1,2024-02-26,18.515629566401998
product_0,client_1,2024-03-12,4.375680430185539
product_0,client_1,2024-03-21,12.249836545667128
product_0,client_1,2024-04-08,21.299848262804716
product_0,client_1,2024-04-30,2.550493123541342
product_0,client_1,2024-05-27,24.881449503632446
product_0,client_1,2024-06-17,2.574076689048081
product_0,client_1,2024-07-01,21.10951762474396
product_0,client_1,2024-07-17,4.080758715951735
product_0,client_1,2024-07-29,8.842217704554871
product_0,client_1,2024-08-27,4.449626000534152
product_0,client_1,2024-09-19,0.10269359921796228
product_0,client_1,2024-09-26,3.330319483105771
product_0,client_1,2025-01-16,13.164772981823795
product_0,client_1,2025-02-06,0.0013417295147226949
product_0,client_1,2025-02-07,1.5686319458548499
product_0,client_1,2025-03-07,0.47825388471157604
product_0,client_1,2025-03-24,12.813034661923512
product_0,client_1,2025-05-06,16.172271723139048
product_0,client_1,2025-05-30,0.02704973061902427
product_0,client_1,2025-06-04,0.08703273715573678
product_0,client_1,2025-06-11,11.94890132723509
product_0,client_1,2025-06-30,4.540005954555507
product_0,client_1,2025-07-10,3.617609893953626
product_1,client_1,2020-02-07,24.414551601135148
product_1,client_1,2020-03-04,4.975499084919647
product_1,client_1,2020-03-20,6.780971878251511
product_1,client_1,2020-07-07,0.1584127254121075
product_1,client_1,2020-07-13,31.24659632494707
product_1,client_1,2020-12-14,17.91997173860173
product_1,client_1,2021-01-04,0.08123466767491566
product_1,client_1,2021-10-14,7.894717017027476
product_1,client_1,2023-03-07,13.433183469609522
product_1,client_1,2023-03-21,4.498578559663169
product_1,client_1,2023-04-03,1.6366846204871686
product_1,client_1,2024-04-23,0.5674296312723441
product_1,client_1,2024-11-25,17.54275799425652
product_1,client_1,2025-04-14,4.598288958147471
product_2,client_1,2019-12-06,29.628067130535708
product_2,client_1,2019-12-17,12.171438534752355
product_2,client_1,2019-12-25,14.98842432358753
product_2,client_1,2020-01-01,11.035607245928905
product_2,client_1,2020-01-08,4.992464316632411
product_2,client_1,2020-01-13,29.49055145652965
product_2,client_1,2020-01-22,11.723820142619942
product_2,client_1,2020-01-30,20.90372739617858
product_2,client_1,2020-02-10,36.29021396406092
product_2,client_1,2020-02-20,6.02490536168924
product_2,client_1,2020-02-26,6.464091316444932
product_2,client_1,2020-03-03,36.16181085129995
